fra;sexe;jour;n_dose1;n_complet;n_rappel;n_2_rappel;n_rappel_biv;n_3_rappel;n_cum_dose1;n_cum_complet;n_cum_rappel;n_cum_2_rappel;n_cum_rappel_biv;n_cum_3_rappel;couv_dose1;couv_complet;couv_rappel;couv_2_rappel;couv_rappel_biv;couv_3_rappel
FR;2;2022-01-06;21224;19537;364442;2249;0;2;27427288;26793280;14469407;17797;0;11;78.2;76.4;41.3;0.1;0.0;0.0
FR;2;2022-01-07;24175;22628;404813;2453;0;1;27451463;26815908;14874220;20250;0;12;78.3;76.5;42.4;0.1;0.0;0.0
FR;2;2022-01-08;21355;16435;234578;1237;0;0;27472818;26832343;15108798;21487;0;12;78.4;76.5;43.1;0.1;0.0;0.0
FR;2;2022-01-09;7394;5369;71190;421;0;0;27480212;26837712;15179988;21908;0;12;78.4;76.6;43.3;0.1;0.0;0.0
FR;2;2022-01-10;16666;19696;261559;1837;0;0;27496878;26857408;15441547;23745;0;12;78.4;76.6;44.1;0.1;0.0;0.0
FR;2;2022-01-11;20096;20172;309388;2554;0;1;27516974;26877580;15750935;26299;0;13;78.5;76.7;44.9;0.1;0.0;0.0
FR;2;2022-01-12;29304;23575;263351;2259;0;1;27546278;26901155;16014286;28558;0;14;78.6;76.7;45.7;0.1;0.0;0.0
FR;2;2022-01-13;18372;18905;276969;2730;0;6;27564650;26920060;16291255;31288;0;20;78.6;76.8;46.5;0.1;0.0;0.0
FR;2;2022-01-14;20638;20494;319784;3174;0;1;27585288;26940554;16611039;34462;0;21;78.7;76.9;47.4;0.1;0.0;0.0
FR;2;2022-01-15;18879;14583;184004;1618;0;0;27604167;26955137;16795043;36080;0;21;78.7;76.9;47.9;0.1;0.0;0.0
FR;2;2022-01-16;5374;4190;48070;380;0;0;27609541;26959327;16843113;36460;0;21;78.8;76.9;48.0;0.1;0.0;0.0
FR;2;2022-01-17;11828;12993;174158;1923;0;4;27621369;26972320;17017271;38383;0;25;78.8;76.9;48.5;0.1;0.0;0.0
FR;2;2022-01-18;13476;15005;199925;2830;0;1;27634845;26987325;17217196;41213;0;26;78.8;77.0;49.1;0.1;0.0;0.0
FR;2;2022-01-19;20919;19302;159872;2143;0;1;27655764;27006627;17377068;43356;0;27;78.9;77.0;49.6;0.1;0.0;0.0
FR;2;2022-01-20;11254;14013;166212;2866;0;1;27667018;27020640;17543280;46222;0;28;78.9;77.1;50.0;0.1;0.0;0.0
FR;2;2022-01-21;13342;15424;200463;3233;0;1;27680360;27036064;17743743;49455;0;29;79.0;77.1;50.6;0.1;0.0;0.0
FR;2;2022-01-22;12973;12598;116247;1425;0;1;27693333;27048662;17859990;50880;0;30;79.0;77.2;50.9;0.1;0.0;0.0
FR;2;2022-01-23;3194;3436;26473;289;0;0;27696527;27052098;17886463;51169;0;30;79.0;77.2;51.0;0.1;0.0;0.0
FR;2;2022-01-24;7644;11776;118020;2031;0;2;27704171;27063874;18004483;53200;0;32;79.0;77.2;51.4;0.2;0.0;0.0
FR;2;2022-01-25;8962;13493;133913;3040;0;4;27713133;27077367;18138396;56240;0;36;79.1;77.2;51.7;0.2;0.0;0.0
FR;2;2022-01-26;13682;19853;117393;2284;0;2;27726815;27097220;18255789;58524;0;38;79.1;77.3;52.1;0.2;0.0;0.0
FR;2;2022-01-27;7759;12342;114664;2814;0;1;27734574;27109562;18370453;61338;0;39;79.1;77.3;52.4;0.2;0.0;0.0
FR;2;2022-01-28;10223;20914;161585;3745;0;1;27744797;27130476;18532038;65083;0;40;79.1;77.4;52.9;0.2;0.0;0.0
FR;2;2022-01-29;8800;15048;98355;1630;0;2;27753597;27145524;18630393;66713;0;42;79.2;77.4;53.1;0.2;0.0;0.0
FR;2;2022-01-30;2123;4244;21653;320;0;0;27755720;27149768;18652046;67033;0;42;79.2;77.5;53.2;0.2;0.0;0.0
FR;2;2022-01-31;5311;11950;80346;2072;0;4;27761031;27161718;18732392;69105;0;46;79.2;77.5;53.4;0.2;0.0;0.0
FR;2;2022-02-01;6534;12832;93871;3449;0;0;27767565;27174550;18826263;72554;0;46;79.2;77.5;53.7;0.2;0.0;0.0
FR;2;2022-02-02;9959;22032;93935;2951;0;8;27777524;27196582;18920198;75505;0;54;79.2;77.6;54.0;0.2;0.0;0.0
FR;2;2022-02-03;5487;12082;85590;3471;0;3;27783011;27208664;19005788;78976;0;57;79.3;77.6;54.2;0.2;0.0;0.0
FR;2;2022-02-04;6902;17810;129285;4572;0;1;27789913;27226474;19135073;83548;0;58;79.3;77.7;54.6;0.2;0.0;0.0
FR;2;2022-02-05;6220;15029;82730;1913;0;2;27796133;27241503;19217803;85461;0;60;79.3;77.7;54.8;0.2;0.0;0.0
FR;2;2022-02-06;1276;3379;16070;336;0;0;27797409;27244882;19233873;85797;0;60;79.3;77.7;54.9;0.2;0.0;0.0
FR;2;2022-02-07;4539;11386;85709;2606;0;2;27801948;27256268;19319582;88403;0;62;79.3;77.8;55.1;0.3;0.0;0.0
FR;2;2022-02-08;4731;9948;90943;3503;0;1;27806679;27266216;19410525;91906;0;63;79.3;77.8;55.4;0.3;0.0;0.0
FR;2;2022-02-09;6950;16997;95416;2887;0;4;27813629;27283213;19505941;94793;0;67;79.3;77.8;55.6;0.3;0.0;0.0
FR;2;2022-02-10;4335;9044;81994;3282;0;1;27817964;27292257;19587935;98075;0;68;79.4;77.9;55.9;0.3;0.0;0.0
FR;2;2022-02-11;5269;12366;118765;4095;0;0;27823233;27304623;19706700;102170;0;68;79.4;77.9;56.2;0.3;0.0;0.0
FR;2;2022-02-12;4123;10597;71901;1759;0;2;27827356;27315220;19778601;103929;0;70;79.4;77.9;56.4;0.3;0.0;0.0
FR;2;2022-02-13;926;2084;14540;271;0;3;27828282;27317304;19793141;104200;0;73;79.4;77.9;56.5;0.3;0.0;0.0
FR;2;2022-02-14;3364;6850;79928;2398;0;1;27831646;27324154;19873069;106598;0;74;79.4;77.9;56.7;0.3;0.0;0.0
FR;2;2022-02-15;3381;7697;77458;3393;0;2;27835027;27331851;19950527;109991;0;76;79.4;78.0;56.9;0.3;0.0;0.0
FR;2;2022-02-16;4516;12528;67884;2795;0;3;27839543;27344379;20018411;112786;0;79;79.4;78.0;57.1;0.3;0.0;0.0
FR;2;2022-02-17;2643;6360;44550;2633;0;3;27842186;27350739;20062961;115419;0;82;79.4;78.0;57.2;0.3;0.0;0.0
FR;2;2022-02-18;3319;8827;59799;3640;0;1;27845505;27359566;20122760;119059;0;83;79.4;78.0;57.4;0.3;0.0;0.0
FR;2;2022-02-19;2570;7490;34687;1503;0;1;27848075;27367056;20157447;120562;0;84;79.4;78.1;57.5;0.3;0.0;0.0
FR;2;2022-02-20;504;1360;6308;221;0;0;27848579;27368416;20163755;120783;0;84;79.4;78.1;57.5;0.3;0.0;0.0
FR;2;2022-02-21;1945;4886;31303;1993;0;0;27850524;27373302;20195058;122776;0;84;79.4;78.1;57.6;0.4;0.0;0.0
FR;2;2022-02-22;2160;5367;30364;2617;0;0;27852684;27378669;20225422;125393;0;84;79.5;78.1;57.7;0.4;0.0;0.0
FR;2;2022-02-23;3098;9360;33654;2266;0;0;27855782;27388029;20259076;127659;0;84;79.5;78.1;57.8;0.4;0.0;0.0
FR;2;2022-02-24;1854;4486;24894;2327;0;0;27857636;27392515;20283970;129986;0;84;79.5;78.1;57.9;0.4;0.0;0.0
FR;2;2022-02-25;2509;7035;37038;3696;0;3;27860145;27399550;20321008;133682;0;87;79.5;78.2;58.0;0.4;0.0;0.0
FR;2;2022-02-26;1933;5802;23311;1540;0;1;27862078;27405352;20344319;135222;0;88;79.5;78.2;58.0;0.4;0.0;0.0
FR;2;2022-02-27;412;892;4029;290;0;0;27862490;27406244;20348348;135512;0;88;79.5;78.2;58.0;0.4;0.0;0.0
FR;2;2022-02-28;1533;3598;19744;1965;0;0;27864023;27409842;20368092;137477;0;88;79.5;78.2;58.1;0.4;0.0;0.0
FR;2;2022-03-01;1896;3712;20670;2869;0;3;27865919;27413554;20388762;140346;0;91;79.5;78.2;58.2;0.4;0.0;0.0
FR;2;2022-03-02;2619;6245;22767;2603;0;1;27868538;27419799;20411529;142949;0;92;79.5;78.2;58.2;0.4;0.0;0.0
FR;2;2022-03-03;1355;3110;14215;2127;0;1;27869893;27422909;20425744;145076;0;93;79.5;78.2;58.3;0.4;0.0;0.0
FR;2;2022-03-04;1545;4155;18725;3193;0;2;27871438;27427064;20444469;148269;0;95;79.5;78.2;58.3;0.4;0.0;0.0
FR;2;2022-03-05;1464;3380;11763;1633;0;1;27872902;27430444;20456232;149902;0;96;79.5;78.3;58.4;0.4;0.0;0.0
FR;2;2022-03-06;248;473;1557;194;0;0;27873150;27430917;20457789;150096;0;96;79.5;78.3;58.4;0.4;0.0;0.0
FR;2;2022-03-07;1234;1934;8550;1774;0;1;27874384;27432851;20466339;151870;0;97;79.5;78.3;58.4;0.4;0.0;0.0
FR;2;2022-03-08;1090;2128;8831;2174;0;1;27875474;27434979;20475170;154044;0;98;79.5;78.3;58.4;0.4;0.0;0.0
FR;2;2022-03-09;1750;4261;10616;2169;0;1;27877224;27439240;20485786;156213;0;99;79.5;78.3;58.4;0.4;0.0;0.0
FR;2;2022-03-10;898;2233;7836;1830;0;2;27878122;27441473;20493622;158043;0;101;79.5;78.3;58.5;0.5;0.0;0.0
FR;2;2022-03-11;1251;2781;11460;2943;0;1;27879373;27444254;20505082;160986;0;102;79.5;78.3;58.5;0.5;0.0;0.0
FR;2;2022-03-12;1387;2723;8307;1713;0;0;27880760;27446977;20513389;162699;0;102;79.5;78.3;58.5;0.5;0.0;0.0
FR;2;2022-03-13;197;277;1106;296;0;0;27880957;27447254;20514495;162995;0;102;79.5;78.3;58.5;0.5;0.0;0.0
FR;2;2022-03-14;815;1428;6936;3561;0;6;27881772;27448682;20521431;166556;0;108;79.5;78.3;58.5;0.5;0.0;0.0
FR;2;2022-03-15;891;2253;7599;5554;0;5;27882663;27450935;20529030;172110;0;113;79.5;78.3;58.6;0.5;0.0;0.0
FR;2;2022-03-16;1511;3123;9349;8151;0;3;27884174;27454058;20538379;180261;0;116;79.5;78.3;58.6;0.5;0.0;0.0
FR;2;2022-03-17;772;1392;6239;6955;0;1;27884946;27455450;20544618;187216;0;117;79.5;78.3;58.6;0.5;0.0;0.0
FR;2;2022-03-18;1175;2025;9574;11546;0;7;27886121;27457475;20554192;198762;0;124;79.6;78.3;58.6;0.6;0.0;0.0
FR;2;2022-03-19;1199;2075;6471;6028;0;5;27887320;27459550;20560663;204790;0;129;79.6;78.3;58.7;0.6;0.0;0.0
FR;2;2022-03-20;150;255;985;771;0;1;27887470;27459805;20561648;205561;0;130;79.6;78.3;58.7;0.6;0.0;0.0
FR;2;2022-03-21;772;1115;6179;8787;0;4;27888242;27460920;20567827;214348;0;134;79.6;78.3;58.7;0.6;0.0;0.0
FR;2;2022-03-22;812;1268;6606;12359;0;2;27889054;27462188;20574433;226707;0;136;79.6;78.3;58.7;0.6;0.0;0.0
FR;2;2022-03-23;1348;2640;8884;13700;0;22;27890402;27464828;20583317;240407;0;158;79.6;78.3;58.7;0.7;0.0;0.0
FR;2;2022-03-24;746;1121;5535;10623;0;11;27891148;27465949;20588852;251030;0;169;79.6;78.4;58.7;0.7;0.0;0.0
FR;2;2022-03-25;1111;1896;9079;16925;0;17;27892259;27467845;20597931;267955;0;186;79.6;78.4;58.8;0.8;0.0;0.0
FR;2;2022-03-26;1194;1958;6008;7923;0;17;27893453;27469803;20603939;275878;0;203;79.6;78.4;58.8;0.8;0.0;0.0
FR;2;2022-03-27;194;265;998;990;0;1;27893647;27470068;20604937;276868;0;204;79.6;78.4;58.8;0.8;0.0;0.0
FR;2;2022-03-28;815;1165;5686;10690;0;7;27894462;27471233;20610623;287558;0;211;79.6;78.4;58.8;0.8;0.0;0.0
FR;2;2022-03-29;799;1097;6535;16757;0;21;27895261;27472330;20617158;304315;0;232;79.6;78.4;58.8;0.9;0.0;0.0
FR;2;2022-03-30;1484;2409;8163;16661;0;8;27896745;27474739;20625321;320976;0;240;79.6;78.4;58.8;0.9;0.0;0.0
FR;2;2022-03-31;876;1359;6835;15354;0;20;27897621;27476098;20632156;336330;0;260;79.6;78.4;58.9;1.0;0.0;0.0
FR;2;2022-04-01;1453;1580;9838;19037;0;34;27899074;27477678;20641994;355367;0;294;79.6;78.4;58.9;1.0;0.0;0.0
FR;2;2022-04-02;830;1034;4739;6390;0;18;27899904;27478712;20646733;361757;0;312;79.6;78.4;58.9;1.0;0.0;0.0
FR;2;2022-04-03;154;189;823;813;0;0;27900058;27478901;20647556;362570;0;312;79.6;78.4;58.9;1.0;0.0;0.0
FR;2;2022-04-04;2322;1041;6240;12059;0;16;27902380;27479942;20653796;374629;0;328;79.6;78.4;58.9;1.1;0.0;0.0
FR;2;2022-04-05;1448;1095;7222;21184;0;49;27903828;27481037;20661018;395813;0;377;79.6;78.4;58.9;1.1;0.0;0.0
FR;2;2022-04-06;1370;1581;7064;16895;0;44;27905198;27482618;20668082;412708;0;421;79.6;78.4;59.0;1.2;0.0;0.0
FR;2;2022-04-07;1071;1076;7169;20965;0;51;27906269;27483694;20675251;433673;0;472;79.6;78.4;59.0;1.2;0.0;0.0
FR;2;2022-04-08;1260;1444;9738;26448;0;52;27907529;27485138;20684989;460121;0;524;79.6;78.4;59.0;1.3;0.0;0.0
FR;2;2022-04-09;758;991;4716;8243;0;16;27908287;27486129;20689705;468364;0;540;79.6;78.4;59.0;1.3;0.0;0.0
FR;2;2022-04-10;161;290;1086;1312;0;1;27908448;27486419;20690791;469676;0;541;79.6;78.4;59.0;1.3;0.0;0.0
FR;2;2022-04-11;733;906;6246;14704;0;42;27909181;27487325;20697037;484380;0;583;79.6;78.4;59.0;1.4;0.0;0.0
FR;2;2022-04-12;922;1067;7495;24650;0;79;27910103;27488392;20704532;509030;0;662;79.6;78.4;59.1;1.5;0.0;0.0
FR;2;2022-04-13;993;1376;7168;20122;0;61;27911096;27489768;20711700;529152;0;723;79.6;78.4;59.1;1.5;0.0;0.0
FR;2;2022-04-14;834;1049;7284;21810;0;59;27911930;27490817;20718984;550962;0;782;79.6;78.4;59.1;1.6;0.0;0.0
FR;2;2022-04-15;1055;1412;8012;21055;0;65;27912985;27492229;20726996;572017;0;847;79.6;78.4;59.1;1.6;0.0;0.0
FR;2;2022-04-16;554;662;3377;5148;0;20;27913539;27492891;20730373;577165;0;867;79.6;78.4;59.1;1.6;0.0;0.0
FR;2;2022-04-17;119;113;561;725;0;4;27913658;27493004;20730934;577890;0;871;79.6;78.4;59.1;1.6;0.0;0.0
FR;2;2022-04-18;97;177;1354;780;0;1;27913755;27493181;20732288;578670;0;872;79.6;78.4;59.1;1.7;0.0;0.0
FR;2;2022-04-19;872;1036;6933;17825;0;46;27914627;27494217;20739221;596495;0;918;79.6;78.4;59.2;1.7;0.0;0.0
FR;2;2022-04-20;1038;1375;7094;17587;0;55;27915665;27495592;20746315;614082;0;973;79.6;78.4;59.2;1.8;0.0;0.0
FR;2;2022-04-21;828;989;7112;21518;0;69;27916493;27496581;20753427;635600;0;1042;79.6;78.4;59.2;1.8;0.0;0.0
FR;2;2022-04-22;1027;1315;8631;22681;0;77;27917520;27497896;20762058;658281;0;1119;79.6;78.4;59.2;1.9;0.0;0.0
FR;2;2022-04-23;639;808;3954;6325;0;21;27918159;27498704;20766012;664606;0;1140;79.6;78.4;59.2;1.9;0.0;0.0
FR;2;2022-04-24;134;180;775;1065;0;4;27918293;27498884;20766787;665671;0;1144;79.6;78.4;59.2;1.9;0.0;0.0
FR;2;2022-04-25;732;923;5756;13031;0;48;27919025;27499807;20772543;678702;0;1192;79.6;78.4;59.3;1.9;0.0;0.0
FR;2;2022-04-26;934;1136;7394;23427;0;120;27919959;27500943;20779937;702129;0;1312;79.6;78.5;59.3;2.0;0.0;0.0
FR;2;2022-04-27;1087;1219;6636;18902;0;85;27921046;27502162;20786573;721031;0;1397;79.7;78.5;59.3;2.1;0.0;0.0
FR;2;2022-04-28;888;1093;7029;21928;0;89;27921934;27503255;20793602;742959;0;1486;79.7;78.5;59.3;2.1;0.0;0.0
FR;2;2022-04-29;1095;1992;8309;22386;0;94;27923029;27505247;20801911;765345;0;1580;79.7;78.5;59.3;2.2;0.0;0.0
FR;2;2022-04-30;686;2229;3661;5942;0;25;27923715;27507476;20805572;771287;0;1605;79.7;78.5;59.4;2.2;0.0;0.0
FR;2;2022-05-01;109;115;501;664;0;3;27923824;27507591;20806073;771951;0;1608;79.7;78.5;59.4;2.2;0.0;0.0
FR;2;2022-05-02;1244;1113;5841;11090;0;40;27925068;27508704;20811914;783041;0;1648;79.7;78.5;59.4;2.2;0.0;0.0
FR;2;2022-05-03;1152;1182;7441;20734;0;96;27926220;27509886;20819355;803775;0;1744;79.7;78.5;59.4;2.3;0.0;0.0
FR;2;2022-05-04;1044;1209;6850;15244;0;66;27927264;27511095;20826205;819019;0;1810;79.7;78.5;59.4;2.3;0.0;0.0
FR;2;2022-05-05;976;1081;7162;20205;0;104;27928240;27512176;20833367;839224;0;1914;79.7;78.5;59.4;2.4;0.0;0.0
FR;2;2022-05-06;1207;1256;8291;21664;0;88;27929447;27513432;20841658;860888;0;2002;79.7;78.5;59.5;2.5;0.0;0.0
FR;2;2022-05-07;668;691;3413;5530;0;25;27930115;27514123;20845071;866418;0;2027;79.7;78.5;59.5;2.5;0.0;0.0
FR;2;2022-05-08;126;130;622;920;0;4;27930241;27514253;20845693;867338;0;2031;79.7;78.5;59.5;2.5;0.0;0.0
FR;2;2022-05-09;767;802;5376;11963;0;56;27931008;27515055;20851069;879301;0;2087;79.7;78.5;59.5;2.5;0.0;0.0
FR;2;2022-05-10;1001;1305;7313;22959;0;103;27932009;27516360;20858382;902260;0;2190;79.7;78.5;59.5;2.6;0.0;0.0
FR;2;2022-05-11;1116;1224;6004;16289;0;80;27933125;27517584;20864386;918549;0;2270;79.7;78.5;59.5;2.6;0.0;0.0
FR;2;2022-05-12;894;986;6322;20973;0;114;27934019;27518570;20870708;939522;0;2384;79.7;78.5;59.5;2.7;0.0;0.0
FR;2;2022-05-13;1136;1139;7411;21603;0;86;27935155;27519709;20878119;961125;0;2470;79.7;78.5;59.6;2.7;0.0;0.0
FR;2;2022-05-14;615;677;3156;6137;0;31;27935770;27520386;20881275;967262;0;2501;79.7;78.5;59.6;2.8;0.0;0.0
FR;2;2022-05-15;145;152;717;860;0;3;27935915;27520538;20881992;968122;0;2504;79.7;78.5;59.6;2.8;0.0;0.0
FR;2;2022-05-16;679;728;4791;12177;0;83;27936594;27521266;20886783;980299;0;2587;79.7;78.5;59.6;2.8;0.0;0.0
FR;2;2022-05-17;907;937;6332;21737;0;108;27937501;27522203;20893115;1002036;0;2695;79.7;78.5;59.6;2.9;0.0;0.0
FR;2;2022-05-18;1012;1110;5283;15582;0;66;27938513;27523313;20898398;1017618;0;2761;79.7;78.5;59.6;2.9;0.0;0.0
FR;2;2022-05-19;825;904;6017;20449;0;99;27939338;27524217;20904415;1038067;0;2860;79.7;78.5;59.6;3.0;0.0;0.0
FR;2;2022-05-20;1065;1182;7078;22446;0;111;27940403;27525399;20911493;1060513;0;2971;79.7;78.5;59.7;3.0;0.0;0.0
FR;2;2022-05-21;611;741;3028;5733;0;23;27941014;27526140;20914521;1066246;0;2994;79.7;78.5;59.7;3.0;0.0;0.0
FR;2;2022-05-22;122;135;553;886;0;4;27941136;27526275;20915074;1067132;0;2998;79.7;78.5;59.7;3.0;0.0;0.0
FR;2;2022-05-23;638;805;4903;11791;0;44;27941774;27527080;20919977;1078923;0;3042;79.7;78.5;59.7;3.1;0.0;0.0
FR;2;2022-05-24;888;1011;6335;22107;0;105;27942662;27528091;20926312;1101030;0;3147;79.7;78.5;59.7;3.1;0.0;0.0
FR;2;2022-05-25;992;1103;5310;14112;0;59;27943654;27529194;20931622;1115142;0;3206;79.7;78.5;59.7;3.2;0.0;0.0
FR;2;2022-05-26;121;153;857;748;0;14;27943775;27529347;20932479;1115890;0;3220;79.7;78.5;59.7;3.2;0.0;0.0
FR;2;2022-05-27;763;932;4881;12030;0;45;27944538;27530279;20937360;1127920;0;3265;79.7;78.5;59.7;3.2;0.0;0.0
FR;2;2022-05-28;362;447;2145;3790;0;21;27944900;27530726;20939505;1131710;0;3286;79.7;78.5;59.7;3.2;0.0;0.0
FR;2;2022-05-29;74;109;406;580;0;2;27944974;27530835;20939911;1132290;0;3288;79.7;78.5;59.7;3.2;0.0;0.0
FR;2;2022-05-30;610;705;3932;10929;0;51;27945584;27531540;20943843;1143219;0;3339;79.7;78.5;59.7;3.3;0.0;0.0
FR;2;2022-05-31;843;922;5515;20178;0;94;27946427;27532462;20949358;1163397;0;3433;79.7;78.5;59.8;3.3;0.0;0.0
FR;2;2022-06-01;931;1183;5952;13961;0;64;27947358;27533645;20955310;1177358;0;3497;79.7;78.5;59.8;3.4;0.0;0.0
FR;2;2022-06-02;792;959;5982;20179;0;98;27948150;27534604;20961292;1197537;0;3595;79.7;78.5;59.8;3.4;0.0;0.0
FR;2;2022-06-03;961;1144;7005;21588;0;97;27949111;27535748;20968297;1219125;0;3692;79.7;78.6;59.8;3.5;0.0;0.0
FR;2;2022-06-04;526;599;2753;5131;0;40;27949637;27536347;20971050;1224256;0;3732;79.7;78.6;59.8;3.5;0.0;0.0
FR;2;2022-06-05;104;102;479;679;0;3;27949741;27536449;20971529;1224935;0;3735;79.7;78.6;59.8;3.5;0.0;0.0
FR;2;2022-06-06;408;501;1051;842;0;10;27950149;27536950;20972580;1225777;0;3745;79.7;78.6;59.8;3.5;0.0;0.0
FR;2;2022-06-07;817;1024;5263;19769;0;74;27950966;27537974;20977843;1245546;0;3819;79.7;78.6;59.8;3.6;0.0;0.0
FR;2;2022-06-08;859;1056;4975;15895;0;57;27951825;27539030;20982818;1261441;0;3876;79.7;78.6;59.9;3.6;0.0;0.0
FR;2;2022-06-09;731;857;5689;21900;0;94;27952556;27539887;20988507;1283341;0;3970;79.7;78.6;59.9;3.7;0.0;0.0
FR;2;2022-06-10;908;1214;6916;24822;0;122;27953464;27541101;20995423;1308163;0;4092;79.7;78.6;59.9;3.7;0.0;0.0
FR;2;2022-06-11;505;570;2892;6431;0;25;27953969;27541671;20998315;1314594;0;4117;79.7;78.6;59.9;3.8;0.0;0.0
FR;2;2022-06-12;109;129;616;990;0;8;27954078;27541800;20998931;1315584;0;4125;79.7;78.6;59.9;3.8;0.0;0.0
FR;2;2022-06-13;603;738;3990;12901;0;45;27954681;27542538;21002921;1328485;0;4170;79.7;78.6;59.9;3.8;0.0;0.0
FR;2;2022-06-14;711;911;5389;24744;0;105;27955392;27543449;21008310;1353229;0;4275;79.7;78.6;59.9;3.9;0.0;0.0
FR;2;2022-06-15;820;1041;4851;16999;0;89;27956212;27544490;21013161;1370228;0;4364;79.8;78.6;59.9;3.9;0.0;0.0
FR;2;2022-06-16;680;725;5151;22072;0;117;27956892;27545215;21018312;1392300;0;4481;79.8;78.6;60.0;4.0;0.0;0.0
FR;2;2022-06-17;810;965;6397;25319;0;125;27957702;27546180;21024709;1417619;0;4606;79.8;78.6;60.0;4.0;0.0;0.0
FR;2;2022-06-18;491;565;2338;6045;0;31;27958193;27546745;21027047;1423664;0;4637;79.8;78.6;60.0;4.1;0.0;0.0
FR;2;2022-06-19;107;113;627;922;0;6;27958300;27546858;21027674;1424586;0;4643;79.8;78.6;60.0;4.1;0.0;0.0
FR;2;2022-06-20;589;666;4618;14353;0;83;27958889;27547524;21032292;1438939;0;4726;79.8;78.6;60.0;4.1;0.0;0.0
FR;2;2022-06-21;693;824;5126;27252;0;135;27959582;27548348;21037418;1466191;0;4861;79.8;78.6;60.0;4.2;0.0;0.0
FR;2;2022-06-22;778;994;4609;20832;0;135;27960360;27549342;21042027;1487023;0;4996;79.8;78.6;60.0;4.2;0.0;0.0
FR;2;2022-06-23;697;771;5412;29729;0;171;27961057;27550113;21047439;1516752;0;5167;79.8;78.6;60.0;4.3;0.0;0.0
FR;2;2022-06-24;823;967;6578;37087;0;225;27961880;27551080;21054017;1553839;0;5392;79.8;78.6;60.1;4.4;0.0;0.0
FR;2;2022-06-25;484;592;3123;10773;0;85;27962364;27551672;21057140;1564612;0;5477;79.8;78.6;60.1;4.5;0.0;0.0
FR;2;2022-06-26;124;131;946;2116;0;23;27962488;27551803;21058086;1566728;0;5500;79.8;78.6;60.1;4.5;0.0;0.0
FR;2;2022-06-27;659;672;5157;25964;0;171;27963147;27552475;21063243;1592692;0;5671;79.8;78.6;60.1;4.5;0.0;0.0
FR;2;2022-06-28;787;861;7137;49037;0;316;27963934;27553336;21070380;1641729;0;5987;79.8;78.6;60.1;4.7;0.0;0.0
FR;2;2022-06-29;922;969;6203;38464;0;270;27964856;27554305;21076583;1680193;0;6257;79.8;78.6;60.1;4.8;0.0;0.0
FR;2;2022-06-30;873;919;6679;51400;0;372;27965729;27555224;21083262;1731593;0;6629;79.8;78.6;60.1;4.9;0.0;0.0
FR;2;2022-07-01;1085;1265;9837;62943;0;458;27966814;27556489;21093099;1794536;0;7087;79.8;78.6;60.2;5.1;0.0;0.0
FR;2;2022-07-02;566;591;4043;19497;0;190;27967380;27557080;21097142;1814033;0;7277;79.8;78.6;60.2;5.2;0.0;0.0
FR;2;2022-07-03;161;167;1018;3698;0;37;27967541;27557247;21098160;1817731;0;7314;79.8;78.6;60.2;5.2;0.0;0.0
FR;2;2022-07-04;1034;1222;6882;43131;0;322;27968575;27558469;21105042;1860862;0;7636;79.8;78.6;60.2;5.3;0.0;0.0
FR;2;2022-07-05;1019;1025;8629;72737;0;583;27969594;27559494;21113671;1933599;0;8219;79.8;78.6;60.2;5.5;0.0;0.0
FR;2;2022-07-06;1013;969;7388;54052;0;458;27970607;27560463;21121059;1987651;0;8677;79.8;78.6;60.3;5.7;0.0;0.0
FR;2;2022-07-07;940;947;8048;68904;0;583;27971547;27561410;21129107;2056555;0;9260;79.8;78.6;60.3;5.9;0.0;0.0
FR;2;2022-07-08;1038;987;8963;75073;0;668;27972585;27562397;21138070;2131628;0;9928;79.8;78.6;60.3;6.1;0.0;0.0
FR;2;2022-07-09;450;445;3581;20654;0;216;27973035;27562842;21141651;2152282;0;10144;79.8;78.6;60.3;6.1;0.0;0.0
FR;2;2022-07-10;139;227;1150;4019;0;48;27973174;27563069;21142801;2156301;0;10192;79.8;78.6;60.3;6.2;0.0;0.0
FR;2;2022-07-11;809;800;6818;48463;0;398;27973983;27563869;21149619;2204764;0;10590;79.8;78.6;60.3;6.3;0.0;0.0
FR;2;2022-07-12;1033;932;9076;78517;0;799;27975016;27564801;21158695;2283281;0;11389;79.8;78.6;60.4;6.5;0.0;0.0
FR;2;2022-07-13;989;915;7231;51735;0;539;27976005;27565716;21165926;2335016;0;11928;79.8;78.6;60.4;6.7;0.0;0.0
FR;2;2022-07-14;94;123;952;3088;0;46;27976099;27565839;21166878;2338104;0;11974;79.8;78.6;60.4;6.7;0.0;0.0
FR;2;2022-07-15;817;763;6722;46267;0;504;27976916;27566602;21173600;2384371;0;12478;79.8;78.6;60.4;6.8;0.0;0.0
FR;2;2022-07-16;379;396;2723;13643;0;157;27977295;27566998;21176323;2398014;0;12635;79.8;78.6;60.4;6.8;0.0;0.0
FR;2;2022-07-17;97;104;805;2700;0;35;27977392;27567102;21177128;2400714;0;12670;79.8;78.6;60.4;6.8;0.0;0.0
FR;2;2022-07-18;606;705;5243;33588;0;361;27977998;27567807;21182371;2434302;0;13031;79.8;78.6;60.4;6.9;0.0;0.0
FR;2;2022-07-19;790;760;6643;56109;0;744;27978788;27568567;21189014;2490411;0;13775;79.8;78.6;60.4;7.1;0.0;0.0
