fra;sexe;jour;n_dose1;n_complet;n_rappel;n_2_rappel;n_rappel_biv;n_3_rappel;n_cum_dose1;n_cum_complet;n_cum_rappel;n_cum_2_rappel;n_cum_rappel_biv;n_cum_3_rappel;couv_dose1;couv_complet;couv_rappel;couv_2_rappel;couv_rappel_biv;couv_3_rappel
FR;1;2022-10-06;238;231;1056;9903;3164;957;26391674;25919694;19276136;2938752;8737;36786;80.4;79.0;58.8;9.0;0.0;0.1
FR;1;2022-10-07;317;307;1469;13645;7850;1615;26391991;25920001;19277605;2952397;16587;38401;80.4;79.0;58.8;9.0;0.1;0.1
FR;1;2022-10-08;151;171;623;3964;3145;580;26392142;25920172;19278228;2956361;19732;38981;80.4;79.0;58.8;9.0;0.1;0.1
FR;1;2022-10-09;42;56;132;766;682;139;26392184;25920228;19278360;2957127;20414;39120;80.4;79.0;58.8;9.0;0.1;0.1
FR;1;2022-10-10;224;278;1040;9478;9005;1555;26392408;25920506;19279400;2966605;29419;40675;80.4;79.0;58.8;9.0;0.1;0.1
FR;1;2022-10-11;271;224;1535;18481;18375;3022;26392679;25920730;19280935;2985086;47794;43697;80.4;79.0;58.8;9.1;0.1;0.1
FR;1;2022-10-12;263;268;1193;12292;12439;2198;26392942;25920998;19282128;2997378;60233;45895;80.4;79.0;58.8;9.1;0.2;0.1
FR;1;2022-10-13;269;264;1308;17331;18123;3012;26393211;25921262;19283436;3014709;78356;48907;80.4;79.0;58.8;9.2;0.2;0.1
FR;1;2022-10-14;347;337;1708;21728;23221;3736;26393558;25921599;19285144;3036437;101577;52643;80.4;79.0;58.8;9.3;0.3;0.2
FR;1;2022-10-15;147;182;730;5508;6035;1078;26393705;25921781;19285874;3041945;107612;53721;80.4;79.0;58.8;9.3;0.3;0.2
FR;1;2022-10-16;43;42;155;914;1057;216;26393748;25921823;19286029;3042859;108669;53937;80.4;79.0;58.8;9.3;0.3;0.2
FR;1;2022-10-17;183;203;1100;12034;13821;2434;26393931;25922026;19287129;3054893;122490;56371;80.4;79.0;58.8;9.3;0.4;0.2
FR;1;2022-10-18;250;238;1705;21602;25788;5452;26394181;25922264;19288834;3076495;148278;61823;80.4;79.0;58.8;9.4;0.5;0.2
FR;1;2022-10-19;254;280;1340;16114;19610;4306;26394435;25922544;19290174;3092609;167888;66129;80.4;79.0;58.8;9.4;0.5;0.2
FR;1;2022-10-20;271;256;1649;23207;27920;5924;26394706;25922800;19291823;3115816;195808;72053;80.4;79.0;58.8;9.5;0.6;0.2
FR;1;2022-10-21;263;281;2011;26769;33132;6865;26394969;25923081;19293834;3142585;228940;78918;80.5;79.0;58.8;9.6;0.7;0.2
FR;1;2022-10-22;141;142;574;6211;7553;1660;26395110;25923223;19294408;3148796;236493;80578;80.5;79.0;58.8;9.6;0.7;0.2
FR;1;2022-10-23;51;53;106;1003;1264;301;26395161;25923276;19294514;3149799;237757;80879;80.5;79.0;58.8;9.6;0.7;0.2
FR;1;2022-10-24;236;179;1168;12858;16459;3601;26395397;25923455;19295682;3162657;254216;84480;80.5;79.0;58.8;9.6;0.8;0.3
FR;1;2022-10-25;266;244;1621;23070;29777;6824;26395663;25923699;19297303;3185727;283993;91304;80.5;79.0;58.8;9.7;0.9;0.3
FR;1;2022-10-26;220;183;1225;15081;19814;4822;26395883;25923882;19298528;3200808;303807;96126;80.5;79.0;58.8;9.8;0.9;0.3
FR;1;2022-10-27;250;201;1432;18904;24546;5701;26396133;25924083;19299960;3219712;328353;101827;80.5;79.0;58.8;9.8;1.0;0.3
FR;1;2022-10-28;286;231;1533;21029;27161;6133;26396419;25924314;19301493;3240741;355514;107960;80.5;79.0;58.8;9.9;1.1;0.3
FR;1;2022-10-29;123;101;493;4522;5867;1412;26396542;25924415;19301986;3245263;361381;109372;80.5;79.0;58.8;9.9;1.1;0.3
FR;1;2022-10-30;35;35;126;782;1003;237;26396577;25924450;19302112;3246045;362384;109609;80.5;79.0;58.8;9.9;1.1;0.3
FR;1;2022-10-31;151;146;757;7671;10166;2390;26396728;25924596;19302869;3253716;372550;111999;80.5;79.0;58.8;9.9;1.1;0.3
FR;1;2022-11-01;71;71;424;518;715;186;26396799;25924667;19303293;3254234;373265;112185;80.5;79.0;58.8;9.9;1.1;0.3
FR;1;2022-11-02;249;220;1157;11819;16463;4379;26397048;25924887;19304450;3266053;389728;116564;80.5;79.0;58.8;10.0;1.2;0.4
FR;1;2022-11-03;295;238;1375;18577;25608;6670;26397343;25925125;19305825;3284630;415336;123234;80.5;79.0;58.8;10.0;1.3;0.4
FR;1;2022-11-04;300;248;1538;20377;27904;7112;26397643;25925373;19307363;3305007;443240;130346;80.5;79.0;58.8;10.1;1.4;0.4
FR;1;2022-11-05;117;141;522;4720;6347;1526;26397760;25925514;19307885;3309727;449587;131872;80.5;79.0;58.8;10.1;1.4;0.4
FR;1;2022-11-06;36;50;104;775;1076;283;26397796;25925564;19307989;3310502;450663;132155;80.5;79.0;58.8;10.1;1.4;0.4
FR;1;2022-11-07;238;247;994;12509;17532;4734;26398034;25925811;19308983;3323011;468195;136889;80.5;79.0;58.9;10.1;1.4;0.4
FR;1;2022-11-08;313;268;1708;24335;33540;8675;26398347;25926079;19310691;3347346;501735;145564;80.5;79.0;58.9;10.2;1.5;0.4
FR;1;2022-11-09;229;210;1168;14736;20814;5779;26398576;25926289;19311859;3362082;522549;151343;80.5;79.0;58.9;10.2;1.6;0.5
FR;1;2022-11-10;252;296;1553;19991;27852;7515;26398828;25926585;19313412;3382073;550401;158858;80.5;79.0;58.9;10.3;1.7;0.5
FR;1;2022-11-11;36;38;137;777;1167;372;26398864;25926623;19313549;3382850;551568;159230;80.5;79.0;58.9;10.3;1.7;0.5
FR;1;2022-11-12;99;121;424;3431;4813;1299;26398963;25926744;19313973;3386281;556381;160529;80.5;79.0;58.9;10.3;1.7;0.5
FR;1;2022-11-13;36;48;100;579;916;291;26398999;25926792;19314073;3386860;557297;160820;80.5;79.0;58.9;10.3;1.7;0.5
FR;1;2022-11-14;206;156;932;11058;16072;4714;26399205;25926948;19315005;3397918;573369;165534;80.5;79.0;58.9;10.4;1.7;0.5
FR;1;2022-11-15;273;312;1467;21140;30159;8527;26399478;25927260;19316472;3419058;603528;174061;80.5;79.0;58.9;10.4;1.8;0.5
FR;1;2022-11-16;261;249;1122;13228;19316;5754;26399739;25927509;19317594;3432286;622844;179815;80.5;79.0;58.9;10.5;1.9;0.5
FR;1;2022-11-17;242;234;1254;18198;26049;7482;26399981;25927743;19318848;3450484;648893;187297;80.5;79.0;58.9;10.5;2.0;0.6
FR;1;2022-11-18;248;235;1476;21175;30027;8372;26400229;25927978;19320324;3471659;678920;195669;80.5;79.0;58.9;10.6;2.1;0.6
FR;1;2022-11-19;124;119;464;4675;6635;1836;26400353;25928097;19320788;3476334;685555;197505;80.5;79.0;58.9;10.6;2.1;0.6
FR;1;2022-11-20;47;85;126;816;1254;374;26400400;25928182;19320914;3477150;686809;197879;80.5;79.0;58.9;10.6;2.1;0.6
FR;1;2022-11-21;196;139;847;9940;14693;4431;26400596;25928321;19321761;3487090;701502;202310;80.5;79.0;58.9;10.6;2.1;0.6
FR;1;2022-11-22;239;171;1347;18452;26924;7997;26400835;25928492;19323108;3505542;728426;210307;80.5;79.0;58.9;10.7;2.2;0.6
FR;1;2022-11-23;208;179;992;11966;17882;5518;26401043;25928671;19324100;3517508;746308;215825;80.5;79.0;58.9;10.7;2.3;0.7
FR;1;2022-11-24;197;163;1271;17050;25189;7767;26401240;25928834;19325371;3534558;771497;223592;80.5;79.0;58.9;10.8;2.4;0.7
FR;1;2022-11-25;231;230;1439;18787;27326;7993;26401471;25929064;19326810;3553345;798823;231585;80.5;79.0;58.9;10.8;2.4;0.7
FR;1;2022-11-26;132;133;487;4483;6554;1844;26401603;25929197;19327297;3557828;805377;233429;80.5;79.0;58.9;10.8;2.5;0.7
FR;1;2022-11-27;37;34;105;797;1192;379;26401640;25929231;19327402;3558625;806569;233808;80.5;79.0;58.9;10.8;2.5;0.7
FR;1;2022-11-28;214;156;857;11825;17562;5427;26401854;25929387;19328259;3570450;824131;239235;80.5;79.0;58.9;10.9;2.5;0.7
FR;1;2022-11-29;213;164;1470;22211;32849;9969;26402067;25929551;19329729;3592661;856980;249204;80.5;79.0;58.9;11.0;2.6;0.8
FR;1;2022-11-30;231;232;1273;17540;25906;7798;26402298;25929783;19331002;3610201;882886;257002;80.5;79.0;58.9;11.0;2.7;0.8
FR;1;2022-12-01;240;198;1822;24346;36674;11481;26402538;25929981;19332824;3634547;919560;268483;80.5;79.0;58.9;11.1;2.8;0.8
FR;1;2022-12-02;296;241;1983;29166;42826;12663;26402834;25930222;19334807;3663713;962386;281146;80.5;79.0;58.9;11.2;2.9;0.9
FR;1;2022-12-03;142;96;741;8983;12832;3567;26402976;25930318;19335548;3672696;975218;284713;80.5;79.0;58.9;11.2;3.0;0.9
FR;1;2022-12-04;44;38;186;2079;3009;832;26403020;25930356;19335734;3674775;978227;285545;80.5;79.0;58.9;11.2;3.0;0.9
FR;1;2022-12-05;212;221;1358;21647;32294;9977;26403232;25930577;19337092;3696422;1010521;295522;80.5;79.0;58.9;11.3;3.1;0.9
FR;1;2022-12-06;291;212;2182;37514;57046;18388;26403523;25930789;19339274;3733936;1067567;313910;80.5;79.0;58.9;11.4;3.3;1.0
FR;1;2022-12-07;247;214;1676;27499;41731;13450;26403770;25931003;19340950;3761435;1109298;327360;80.5;79.0;59.0;11.5;3.4;1.0
FR;1;2022-12-08;259;208;2057;37809;57356;18689;26404029;25931211;19343007;3799244;1166654;346049;80.5;79.0;59.0;11.6;3.6;1.1
FR;1;2022-12-09;355;252;2664;45642;68454;21446;26404384;25931463;19345671;3844886;1235108;367495;80.5;79.0;59.0;11.7;3.8;1.1
FR;1;2022-12-10;191;185;1214;16807;24140;6812;26404575;25931648;19346885;3861693;1259248;374307;80.5;79.0;59.0;11.8;3.8;1.1
FR;1;2022-12-11;52;45;307;4151;5776;1447;26404627;25931693;19347192;3865844;1265024;375754;80.5;79.0;59.0;11.8;3.9;1.1
FR;1;2022-12-12;229;176;1939;32092;49157;15963;26404856;25931869;19349131;3897936;1314181;391717;80.5;79.0;59.0;11.9;4.0;1.2
FR;1;2022-12-13;341;216;2671;49519;76355;25089;26405197;25932085;19351802;3947455;1390536;416806;80.5;79.0;59.0;12.0;4.2;1.3
FR;1;2022-12-14;281;237;2057;34843;53985;17719;26405478;25932322;19353859;3982298;1444521;434525;80.5;79.0;59.0;12.1;4.4;1.3
FR;1;2022-12-15;295;244;2630;45405;70718;23783;26405773;25932566;19356489;4027703;1515239;458308;80.5;79.0;59.0;12.3;4.6;1.4
FR;1;2022-12-16;354;293;3020;49811;77110;25393;26406127;25932859;19359509;4077514;1592349;483701;80.5;79.0;59.0;12.4;4.9;1.5
FR;1;2022-12-17;148;136;1106;15642;23042;6729;26406275;25932995;19360615;4093156;1615391;490430;80.5;79.0;59.0;12.5;4.9;1.5
FR;1;2022-12-18;42;35;276;3022;4458;1234;26406317;25933030;19360891;4096178;1619849;491664;80.5;79.0;59.0;12.5;4.9;1.5
FR;1;2022-12-19;277;210;1701;27241;42151;13853;26406594;25933240;19362592;4123419;1662000;505517;80.5;79.0;59.0;12.6;5.1;1.5
FR;1;2022-12-20;360;236;2426;38876;61605;20995;26406954;25933476;19365018;4162295;1723605;526512;80.5;79.0;59.0;12.7;5.3;1.6
FR;1;2022-12-21;274;192;1668;25203;40034;13628;26407228;25933668;19366686;4187498;1763639;540140;80.5;79.0;59.0;12.8;5.4;1.6
FR;1;2022-12-22;299;230;1673;23183;37063;12670;26407527;25933898;19368359;4210681;1800702;552810;80.5;79.0;59.0;12.8;5.5;1.7
FR;1;2022-12-23;222;185;1326;13688;21738;7254;26407749;25934083;19369685;4224369;1822440;560064;80.5;79.0;59.0;12.9;5.6;1.7
FR;1;2022-12-24;45;39;182;1483;2199;595;26407794;25934122;19369867;4225852;1824639;560659;80.5;79.0;59.0;12.9;5.6;1.7
FR;1;2022-12-25;23;22;58;305;465;128;26407817;25934144;19369925;4226157;1825104;560787;80.5;79.0;59.0;12.9;5.6;1.7
FR;1;2022-12-26;175;134;866;8380;13048;4121;26407992;25934278;19370791;4234537;1838152;564908;80.5;79.0;59.0;12.9;5.6;1.7
FR;1;2022-12-27;232;187;1385;16832;27030;9212;26408224;25934465;19372176;4251369;1865182;574120;80.5;79.0;59.0;13.0;5.7;1.7
FR;1;2022-12-28;216;154;1093;12659;20353;6856;26408440;25934619;19373269;4264028;1885535;580976;80.5;79.0;59.0;13.0;5.7;1.8
FR;1;2022-12-29;194;158;1150;13210;21313;7221;26408634;25934777;19374419;4277238;1906848;588197;80.5;79.0;59.1;13.0;5.8;1.8
FR;1;2022-12-30;199;152;876;9688;15631;5294;26408833;25934929;19375295;4286926;1922479;593491;80.5;79.0;59.1;13.1;5.9;1.8
FR;1;2022-12-31;59;58;200;1591;2344;618;26408892;25934987;19375495;4288517;1924823;594109;80.5;79.0;59.1;13.1;5.9;1.8
FR;1;2023-01-01;13;12;79;365;492;113;26408905;25934999;19375574;4288882;1925315;594222;80.5;79.0;59.1;13.1;5.9;1.8
FR;1;2023-01-02;466;203;1068;9368;15729;5728;26409371;25935202;19376642;4298250;1941044;599950;80.5;79.0;59.1;13.1;5.9;1.8
FR;1;2023-01-03;343;211;1555;21268;39158;16591;26409714;25935413;19378197;4319518;1980202;616541;80.5;79.0;59.1;13.2;6.0;1.9
FR;1;2023-01-04;264;182;1252;14709;27770;12059;26409978;25935595;19379449;4334227;2007972;628600;80.5;79.1;59.1;13.2;6.1;1.9
FR;1;2023-01-05;302;263;1511;20476;39162;17429;26410280;25935858;19380960;4354703;2047134;646029;80.5;79.1;59.1;13.3;6.2;2.0
FR;1;2023-01-06;367;254;1665;23141;43347;18878;26410647;25936112;19382625;4377844;2090481;664907;80.5;79.1;59.1;13.3;6.4;2.0
FR;1;2023-01-07;160;140;618;6330;10988;4218;26410807;25936252;19383243;4384174;2101469;669125;80.5;79.1;59.1;13.4;6.4;2.0
FR;1;2023-01-08;53;46;161;1423;2457;928;26410860;25936298;19383404;4385597;2103926;670053;80.5;79.1;59.1;13.4;6.4;2.0
FR;1;2023-01-09;273;221;908;10795;21548;9995;26411133;25936519;19384312;4396392;2125474;680048;80.5;79.1;59.1;13.4;6.5;2.1
FR;1;2023-01-10;287;281;1602;19646;40564;19634;26411420;25936800;19385914;4416038;2166038;699682;80.5;79.1;59.1;13.5;6.6;2.1
FR;1;2023-01-11;206;197;1056;11739;24476;11815;26411626;25936997;19386970;4427777;2190514;711497;80.5;79.1;59.1;13.5;6.7;2.2
FR;1;2023-01-12;296;221;1295;15897;33346;16374;26411922;25937218;19388265;4443674;2223860;727871;80.5;79.1;59.1;13.5;6.8;2.2
FR;1;2023-01-13;378;237;1442;16977;34682;16519;26412300;25937455;19389707;4460651;2258542;744390;80.5;79.1;59.1;13.6;6.9;2.3
FR;1;2023-01-14;164;100;581;4580;8493;3494;26412464;25937555;19390288;4465231;2267035;747884;80.5;79.1;59.1;13.6;6.9;2.3
FR;1;2023-01-15;45;43;142;773;1525;671;26412509;25937598;19390430;4466004;2268560;748555;80.5;79.1;59.1;13.6;6.9;2.3
FR;1;2023-01-16;182;159;808;7627;16611;8426;26412691;25937757;19391238;4473631;2285171;756981;80.5;79.1;59.1;13.6;7.0;2.3
FR;1;2023-01-17;215;167;1121;13731;30612;15921;26412906;25937924;19392359;4487362;2315783;772902;80.5;79.1;59.1;13.7;7.1;2.4
FR;1;2023-01-18;224;181;802;8011;17844;9168;26413130;25938105;19393161;4495373;2333627;782070;80.5;79.1;59.1;13.7;7.1;2.4
FR;1;2023-01-19;222;150;945;10694;24133;12636;26413352;25938255;19394106;4506067;2357760;794706;80.5;79.1;59.1;13.7;7.2;2.4
FR;1;2023-01-20;274;227;1156;11942;26708;13853;26413626;25938482;19395262;4518009;2384468;808559;80.5;79.1;59.1;13.8;7.3;2.5
FR;1;2023-01-21;108;99;390;3129;6255;2820;26413734;25938581;19395652;4521138;2390723;811379;80.5;79.1;59.1;13.8;7.3;2.5
FR;1;2023-01-22;22;20;67;442;886;401;26413756;25938601;19395719;4521580;2391609;811780;80.5;79.1;59.1;13.8;7.3;2.5
FR;1;2023-01-23;145;115;571;5152;12583;6923;26413901;25938716;19396290;4526732;2404192;818703;80.5;79.1;59.1;13.8;7.3;2.5
FR;1;2023-01-24;206;166;862;9565;23346;13018;26414107;25938882;19397152;4536297;2427538;831721;80.5;79.1;59.1;13.8;7.4;2.5
FR;1;2023-01-25;174;200;652;5827;14030;7660;26414281;25939082;19397804;4542124;2441568;839381;80.5;79.1;59.1;13.8;7.4;2.6
FR;1;2023-01-26;171;167;729;7878;19253;10730;26414452;25939249;19398533;4550002;2460821;850111;80.5;79.1;59.1;13.9;7.5;2.6
FR;1;2023-01-27;234;461;863;8521;20748;11496;26414686;25939710;19399396;4558523;2481569;861607;80.5;79.1;59.1;13.9;7.6;2.6
FR;1;2023-01-28;111;105;280;2212;4671;2222;26414797;25939815;19399676;4560735;2486240;863829;80.5;79.1;59.1;13.9;7.6;2.6
FR;1;2023-01-29;19;26;41;229;490;246;26414816;25939841;19399717;4560964;2486730;864075;80.5;79.1;59.1;13.9;7.6;2.6
FR;1;2023-01-30;171;144;474;3939;9637;5241;26414987;25939985;19400191;4564903;2496367;869316;80.5;79.1;59.1;13.9;7.6;2.6
FR;1;2023-01-31;187;150;680;6470;16941;9910;26415174;25940135;19400871;4571373;2513308;879226;80.5;79.1;59.1;13.9;7.7;2.7
FR;1;2023-02-01;184;177;653;3818;10158;5863;26415358;25940312;19401524;4575191;2523466;885089;80.5;79.1;59.1;13.9;7.7;2.7
FR;1;2023-02-02;157;152;620;5526;14529;8459;26415515;25940464;19402144;4580717;2537995;893548;80.5;79.1;59.1;14.0;7.7;2.7
FR;1;2023-02-03;204;222;734;5780;15517;9059;26415719;25940686;19402878;4586497;2553512;902607;80.5;79.1;59.1;14.0;7.8;2.8
FR;1;2023-02-04;85;93;288;1500;3517;1787;26415804;25940779;19403166;4587997;2557029;904394;80.5;79.1;59.1;14.0;7.8;2.8
FR;1;2023-02-05;14;22;35;123;265;126;26415818;25940801;19403201;4588120;2557294;904520;80.5;79.1;59.1;14.0;7.8;2.8
FR;1;2023-02-06;133;138;391;2507;7000;4161;26415951;25940939;19403592;4590627;2564294;908681;80.5;79.1;59.1;14.0;7.8;2.8
FR;1;2023-02-07;133;157;574;4514;12966;7826;26416084;25941096;19404166;4595141;2577260;916507;80.5;79.1;59.1;14.0;7.9;2.8
FR;1;2023-02-08;126;121;424;2838;7794;4489;26416210;25941217;19404590;4597979;2585054;920996;80.5;79.1;59.1;14.0;7.9;2.8
FR;1;2023-02-09;150;148;485;3666;10359;6230;26416360;25941365;19405075;4601645;2595413;927226;80.5;79.1;59.1;14.0;7.9;2.8
FR;1;2023-02-10;195;196;530;3899;10947;6508;26416555;25941561;19405605;4605544;2606360;933734;80.5;79.1;59.1;14.0;7.9;2.8
FR;1;2023-02-11;73;80;223;1047;2537;1298;26416628;25941641;19405828;4606591;2608897;935032;80.5;79.1;59.1;14.0;8.0;2.8
FR;1;2023-02-12;19;27;24;90;201;99;26416647;25941668;19405852;4606681;2609098;935131;80.5;79.1;59.1;14.0;8.0;2.9
FR;1;2023-02-13;105;118;311;1616;4468;2549;26416752;25941786;19406163;4608297;2613566;937680;80.5;79.1;59.1;14.0;8.0;2.9
FR;1;2023-02-14;132;125;446;2736;8022;4829;26416884;25941911;19406609;4611033;2621588;942509;80.5;79.1;59.2;14.1;8.0;2.9
FR;1;2023-02-15;109;119;389;1848;5450;3220;26416993;25942030;19406998;4612881;2627038;945729;80.5;79.1;59.2;14.1;8.0;2.9
FR;1;2023-02-16;113;116;432;2379;6764;3960;26417106;25942146;19407430;4615260;2633802;949689;80.5;79.1;59.2;14.1;8.0;2.9
FR;1;2023-02-17;159;162;485;2532;7461;4478;26417265;25942308;19407915;4617792;2641263;954167;80.5;79.1;59.2;14.1;8.1;2.9
FR;1;2023-02-18;77;73;205;775;1863;943;26417342;25942381;19408120;4618567;2643126;955110;80.5;79.1;59.2;14.1;8.1;2.9
FR;1;2023-02-19;15;16;21;67;148;67;26417357;25942397;19408141;4618634;2643274;955177;80.5;79.1;59.2;14.1;8.1;2.9
FR;1;2023-02-20;111;115;277;1307;3809;2217;26417468;25942512;19408418;4619941;2647083;957394;80.5;79.1;59.2;14.1;8.1;2.9
FR;1;2023-02-21;105;113;366;2134;6388;3855;26417573;25942625;19408784;4622075;2653471;961249;80.5;79.1;59.2;14.1;8.1;2.9
FR;1;2023-02-22;94;117;273;1372;4112;2419;26417667;25942742;19409057;4623447;2657583;963668;80.5;79.1;59.2;14.1;8.1;2.9
FR;1;2023-02-23;87;98;353;1895;5644;3355;26417754;25942840;19409410;4625342;2663227;967023;80.5;79.1;59.2;14.1;8.1;2.9
FR;1;2023-02-24;128;153;389;2111;5973;3464;26417882;25942993;19409799;4627453;2669200;970487;80.5;79.1;59.2;14.1;8.1;3.0
FR;1;2023-02-25;56;70;172;568;1484;772;26417938;25943063;19409971;4628021;2670684;971259;80.5;79.1;59.2;14.1;8.1;3.0
FR;1;2023-02-26;9;15;15;53;124;58;26417947;25943078;19409986;4628074;2670808;971317;80.5;79.1;59.2;14.1;8.1;3.0
FR;1;2023-02-27;100;106;267;905;2947;1804;26418047;25943184;19410253;4628979;2673755;973121;80.5;79.1;59.2;14.1;8.1;3.0
FR;1;2023-02-28;117;104;324;1666;5482;3406;26418164;25943288;19410577;4630645;2679237;976527;80.5;79.1;59.2;14.1;8.2;3.0
FR;1;2023-03-01;95;117;341;1025;3037;1792;26418259;25943405;19410918;4631670;2682274;978319;80.5;79.1;59.2;14.1;8.2;3.0
FR;1;2023-03-02;106;90;342;1431;4574;2821;26418365;25943495;19411260;4633101;2686848;981140;80.5;79.1;59.2;14.1;8.2;3.0
FR;1;2023-03-03;151;150;405;1802;5478;3239;26418516;25943645;19411665;4634903;2692326;984379;80.5;79.1;59.2;14.1;8.2;3.0
FR;1;2023-03-04;56;60;153;532;1290;632;26418572;25943705;19411818;4635435;2693616;985011;80.5;79.1;59.2;14.1;8.2;3.0
FR;1;2023-03-05;11;9;12;24;91;54;26418583;25943714;19411830;4635459;2693707;985065;80.5;79.1;59.2;14.1;8.2;3.0
FR;1;2023-03-06;115;79;242;703;2142;1205;26418698;25943793;19412072;4636162;2695849;986270;80.5;79.1;59.2;14.1;8.2;3.0
FR;1;2023-03-07;76;89;252;1108;3662;2288;26418774;25943882;19412324;4637270;2699511;988558;80.5;79.1;59.2;14.1;8.2;3.0
FR;1;2023-03-08;62;102;188;702;2271;1349;26418836;25943984;19412512;4637972;2701782;989907;80.5;79.1;59.2;14.1;8.2;3.0
FR;1;2023-03-09;75;82;263;939;3212;1970;26418911;25944066;19412775;4638911;2704994;991877;80.5;79.1;59.2;14.1;8.2;3.0
FR;1;2023-03-10;128;140;354;1289;4165;2501;26419039;25944206;19413129;4640200;2709159;994378;80.5;79.1;59.2;14.1;8.3;3.0
FR;1;2023-03-11;60;59;141;417;1094;558;26419099;25944265;19413270;4640617;2710253;994936;80.5;79.1;59.2;14.1;8.3;3.0
FR;1;2023-03-12;5;8;18;26;89;46;26419104;25944273;19413288;4640643;2710342;994982;80.5;79.1;59.2;14.1;8.3;3.0
FR;1;2023-03-13;51;85;171;555;1727;1002;26419155;25944358;19413459;4641198;2712069;995984;80.5;79.1;59.2;14.1;8.3;3.0
FR;1;2023-03-14;72;70;262;903;3112;1925;26419227;25944428;19413721;4642101;2715181;997909;80.5;79.1;59.2;14.1;8.3;3.0
FR;1;2023-03-15;63;84;213;584;1923;1126;26419290;25944512;19413934;4642685;2717104;999035;80.5;79.1;59.2;14.2;8.3;3.0
FR;1;2023-03-16;83;81;249;798;2625;1569;26419373;25944593;19414183;4643483;2719729;1000604;80.5;79.1;59.2;14.2;8.3;3.0
FR;1;2023-03-17;127;125;301;1038;3347;1977;26419500;25944718;19414484;4644521;2723076;1002581;80.5;79.1;59.2;14.2;8.3;3.1
FR;1;2023-03-18;42;48;198;335;958;468;26419542;25944766;19414682;4644856;2724034;1003049;80.5;79.1;59.2;14.2;8.3;3.1
FR;1;2023-03-19;15;10;8;25;61;28;26419557;25944776;19414690;4644881;2724095;1003077;80.5;79.1;59.2;14.2;8.3;3.1
FR;1;2023-03-20;65;70;197;555;1762;1004;26419622;25944846;19414887;4645436;2725857;1004081;80.5;79.1;59.2;14.2;8.3;3.1
FR;1;2023-03-21;81;63;300;783;2930;1768;26419703;25944909;19415187;4646219;2728787;1005849;80.5;79.1;59.2;14.2;8.3;3.1
FR;1;2023-03-22;74;76;211;496;1732;1010;26419777;25944985;19415398;4646715;2730519;1006859;80.5;79.1;59.2;14.2;8.3;3.1
FR;1;2023-03-23;64;63;238;700;2371;1401;26419841;25945048;19415636;4647415;2732890;1008260;80.5;79.1;59.2;14.2;8.3;3.1
FR;1;2023-03-24;107;130;373;871;2984;1738;26419948;25945178;19416009;4648286;2735874;1009998;80.5;79.1;59.2;14.2;8.3;3.1
FR;1;2023-03-25;63;70;131;321;837;392;26420011;25945248;19416140;4648607;2736711;1010390;80.5;79.1;59.2;14.2;8.3;3.1
FR;1;2023-03-26;4;7;11;13;37;21;26420015;25945255;19416151;4648620;2736748;1010411;80.5;79.1;59.2;14.2;8.3;3.1
FR;1;2023-03-27;106;99;199;466;1573;904;26420121;25945354;19416350;4649086;2738321;1011315;80.5;79.1;59.2;14.2;8.3;3.1
FR;1;2023-03-28;68;71;241;783;2801;1683;26420189;25945425;19416591;4649869;2741122;1012998;80.5;79.1;59.2;14.2;8.4;3.1
FR;1;2023-03-29;84;67;193;468;1673;958;26420273;25945492;19416784;4650337;2742795;1013956;80.5;79.1;59.2;14.2;8.4;3.1
FR;1;2023-03-30;74;71;219;677;2373;1383;26420347;25945563;19417003;4651014;2745168;1015339;80.5;79.1;59.2;14.2;8.4;3.1
FR;1;2023-03-31;93;127;250;878;3129;1888;26420440;25945690;19417253;4651892;2748297;1017227;80.5;79.1;59.2;14.2;8.4;3.1
FR;1;2023-04-01;52;56;181;324;924;438;26420492;25945746;19417434;4652216;2749221;1017665;80.5;79.1;59.2;14.2;8.4;3.1
FR;1;2023-04-02;4;7;20;17;49;19;26420496;25945753;19417454;4652233;2749270;1017684;80.5;79.1;59.2;14.2;8.4;3.1
FR;1;2023-04-03;94;74;233;451;1508;844;26420590;25945827;19417687;4652684;2750778;1018528;80.5;79.1;59.2;14.2;8.4;3.1
FR;1;2023-04-04;44;71;209;639;2456;1480;26420634;25945898;19417896;4653323;2753234;1020008;80.5;79.1;59.2;14.2;8.4;3.1
FR;1;2023-04-05;53;57;159;410;1566;916;26420687;25945955;19418055;4653733;2754800;1020924;80.5;79.1;59.2;14.2;8.4;3.1
FR;1;2023-04-06;73;53;179;545;1938;1094;26420760;25946008;19418234;4654278;2756738;1022018;80.5;79.1;59.2;14.2;8.4;3.1
FR;1;2023-04-07;77;101;218;640;2323;1318;26420837;25946109;19418452;4654918;2759061;1023336;80.5;79.1;59.2;14.2;8.4;3.1
FR;1;2023-04-08;27;34;103;196;621;288;26420864;25946143;19418555;4655114;2759682;1023624;80.5;79.1;59.2;14.2;8.4;3.1
FR;1;2023-04-09;5;2;9;11;29;10;26420869;25946145;19418564;4655125;2759711;1023634;80.5;79.1;59.2;14.2;8.4;3.1
FR;1;2023-04-10;5;13;24;27;58;16;26420874;25946158;19418588;4655152;2759769;1023650;80.5;79.1;59.2;14.2;8.4;3.1
FR;1;2023-04-11;55;65;255;526;2062;1115;26420929;25946223;19418843;4655678;2761831;1024765;80.5;79.1;59.2;14.2;8.4;3.1
